path	translation	split
common_voice_cy_19033136.mp3	It’s cloudy.	test
common_voice_cy_19033683.mp3	There is no further information about the death at this time.	test
common_voice_cy_19033684.mp3	Sorry - I didn’t hear you properly.	test
common_voice_cy_19283256.mp3	And this permission was not given without question.	test
common_voice_cy_19283257.mp3	It is twenty to two.	test_covost
common_voice_cy_19283278.mp3	government, but, that is, bishop, arrive, and being, course, cars	test
common_voice_cy_17315555.mp3	Do you provide lunch?	test
common_voice_cy_17315556.mp3	What is Islam?	test
common_voice_cy_17315570.mp3	The second test failed in the worst possible way.	test
common_voice_cy_19019830.mp3	It hurts	test
common_voice_cy_19019832.mp3	Thanks also to Gerallt Pennant for helping us identify some of the plants.	test
common_voice_cy_19019833.mp3	Can you think of more adjectives?	test
common_voice_cy_19158938.mp3	Can I help you?	test
common_voice_cy_19159624.mp3	What is your favorite item in the role play area and why?	test
common_voice_cy_19159626.mp3	So what do we do but wait for him?	test
common_voice_cy_19012808.mp3	It’s sunny.	test
common_voice_cy_19022305.mp3	What’s the news today?	test
common_voice_cy_19022306.mp3	The health service is the other topic that matters to him.	test
common_voice_cy_17315118.mp3	Duwynt, mornings, some, deep, some, powder, shows, England	test
common_voice_cy_17315119.mp3	Where do you work?	test
common_voice_cy_17315120.mp3	He was a sixth form pupil and part of a pilgrimage to Spain.	test
common_voice_cy_19117223.mp3	What are the different paint surfaces you can create?	test
common_voice_cy_19117262.mp3	Play dance music	test
common_voice_cy_19117267.mp3	What was the Aberfan disaster?	test
common_voice_cy_18405907.mp3	Did you arrive half an hour or quarter of an hour late?	test
common_voice_cy_18405908.mp3	We need to decide when and then arrange our away day at some point.	test
common_voice_cy_18405910.mp3	It would be necessary to go down to the shop on the bus to arrive in time.	test_covost
common_voice_cy_19094216.mp3	Do you have an iPad?	test
common_voice_cy_19094217.mp3	What kind of people will read a tourist brochure?	test
common_voice_cy_19094220.mp3	At what time will the next train leave?	test
common_voice_cy_19099620.mp3	Are you tired?	test
common_voice_cy_19099622.mp3	What is your phone number?	test
common_voice_cy_19099623.mp3	This is her husband.	test
common_voice_cy_19033741.mp3	Who was Llywelyn ap Gruffudd?	test
common_voice_cy_19033744.mp3	Welsh, Richard Elfyn, Rhodri Morgan	test_covost
common_voice_cy_19033745.mp3	A temporary minister was been appointed to the church.	test
common_voice_cy_18359127.mp3	Our car happens to be somewhere around here now if that can help at all.	test
common_voice_cy_18359158.mp3	It is necessary to put it all to dry in front of the fire.	test_covost
common_voice_cy_18359191.mp3	Yes, we're afraid to wait for her until after lunch.	test
common_voice_cy_18873708.mp3	How do you feel about talking about the experience in front of the camera?	test
common_voice_cy_18873710.mp3	One unexpected way in which some envision the use of this mapping is in the area of policy.	test
common_voice_cy_18873711.mp3	It will be drier on Sunday.	test
common_voice_cy_19151334.mp3	What type of paper absorbs water best?	test
common_voice_cy_19151337.mp3	He has something to say or she has something to say.	test
common_voice_cy_19151338.mp3	What was the Roman Empire?	test
common_voice_cy_18991854.mp3	I’ll take this.	test
common_voice_cy_18991857.mp3	Is there a phone box here?	test
common_voice_cy_18991860.mp3	They’re losing.	test
common_voice_cy_19054853.mp3	What is Islam?	test_covost
common_voice_cy_19054880.mp3	He lives quite a way past London.	test
common_voice_cy_19054956.mp3	My father was laying traps down to catch the rabbits on the farm.	test
common_voice_cy_19105203.mp3	Manon Steffan Ros, Myrddin ap Dafydd, Basques	test
common_voice_cy_19105204.mp3	But slow broadband can cause problems.	test
common_voice_cy_19111520.mp3	The story of two people who began a new chapter in their life.	test
common_voice_cy_18211369.mp3	The only option for a middle-aged man with a bald head.	test
common_voice_cy_18211370.mp3	Do you want tea or coffee?	test
common_voice_cy_18211371.mp3	When will the bus ride be?	test
common_voice_cy_19047914.mp3	The meal was excellent.	test
common_voice_cy_19047915.mp3	We didn't have one that fit Georgia but I didn't think.	test
common_voice_cy_19047917.mp3	Two, nine, two, zero.	test
common_voice_cy_18165129.mp3	What is the law of Hywel the Good?	test
common_voice_cy_18165132.mp3	I think you're going to be sick if you don't drink more water.	test
common_voice_cy_18165133.mp3	Her brother has to drive her to work.	test
common_voice_cy_19349423.mp3	I'm on the way, please don't leave without me!	test
common_voice_cy_19349507.mp3	Where are the toilets, please?	test
common_voice_cy_19349510.mp3	Go home, you’re too drunk	test
common_voice_cy_17776679.mp3	It would make everyone very happy if you pick up the phone and call everyone home.	test
common_voice_cy_17776680.mp3	It’s excellent!	test
common_voice_cy_17776682.mp3	Here’s my sister holding the baby.	test
common_voice_cy_19021977.mp3	Can you think of another question to ask a partner?	test
common_voice_cy_19021978.mp3	His unbroken records will never be broken.	test
common_voice_cy_19021979.mp3	What will the weather be tomorrow?	test
common_voice_cy_19295732.mp3	The house needs to be changed into a home	test
common_voice_cy_19295733.mp3	Are you coming out for a pint?	test
common_voice_cy_19295735.mp3	What is the fraction of the circle that is not green?	test
common_voice_cy_19013741.mp3	Twenty liters of diesel.	test
common_voice_cy_19013742.mp3	back, family, especially, but there is, the side, the meal, reckless, thing, also	test
common_voice_cy_19013744.mp3	He’s too talkative!	test
common_voice_cy_19006973.mp3	It’s purple.	test
common_voice_cy_19006974.mp3	In your opinion, which method is the most effective?	test
common_voice_cy_19006980.mp3	What time will the game be on?	test
common_voice_cy_19158629.mp3	Speaking!	test_covost
common_voice_cy_19158631.mp3	He also works as a freelance poet and broadcaster.	test
common_voice_cy_19158632.mp3	Who came second?	test
common_voice_cy_19644799.mp3	I remember inviting Gwynfor to Carmarthen Girls' Grammar School to speak.	test
common_voice_cy_19644805.mp3	Ann is good fair play, and listening to her opinion is best.	test
common_voice_cy_19644806.mp3	The influence of the working class on the State is great.	test
common_voice_cy_19034963.mp3	Cwmllan, fearful, something, paint, narrow-leaved, in, fatal, some	test
common_voice_cy_19034964.mp3	The meal is very tasty.	test
common_voice_cy_19034965.mp3	What is the height of the pirate when he wears his hat?	test
common_voice_cy_17328481.mp3	Could you come?	test
common_voice_cy_17328482.mp3	This goes from the old harbor to the foot of the castle.	test_covost
common_voice_cy_17328483.mp3	Twenty liters of unleaded petrol.	test
common_voice_cy_19047426.mp3	Could you recommend somewhere?	test
common_voice_cy_19047427.mp3	Who is Father Christmas?	test
common_voice_cy_19047428.mp3	I want to stay for two nights.	test
common_voice_cy_17326695.mp3	Click around the image below to find out more.	test
common_voice_cy_17326697.mp3	My grandmother is eighty today.	test
common_voice_cy_17326698.mp3	Nine adults and four children were treated at the park for injuries.	test
common_voice_cy_19010139.mp3	Could you reserve a table for four, please?	test
common_voice_cy_19010140.mp3	to come, advice, teachers, small, or, happen, magic, go to see	test
common_voice_cy_19010141.mp3	What is biodiversity and how can it be measured?	test_covost
common_voice_cy_18972513.mp3	I’ll take this.	test_covost
common_voice_cy_18972514.mp3	I can't put it into words to be honest.	test
common_voice_cy_18972515.mp3	I heard it was good.	test
common_voice_cy_18972517.mp3	Welsh, Richard Elfyn, Rhodri Morgan	test_covost
common_voice_cy_19001191.mp3	You haven't told me if I need to bring anything for the big game?	test
common_voice_cy_19001195.mp3	The truth is, he couldn't get to Wales from somewhere like London before the afternoon post.	test
common_voice_cy_19001196.mp3	It’s round the corner.	test
common_voice_cy_19001197.mp3	Sorry - I didn’t hear you properly.	test
common_voice_cy_18894665.mp3	I’m very full.	test
common_voice_cy_18894667.mp3	She was certainly not all-present like today.	test
common_voice_cy_18894669.mp3	I want to thank you for the birthday card.	test
common_voice_cy_18894671.mp3	I come from Dublin.	test
common_voice_cy_17794124.mp3	If you have to leave, look after yourself will you?	test
common_voice_cy_17794125.mp3	At what time will the next bus pass?	test
common_voice_cy_17794126.mp3	I didn't know what was different from last time.	test
common_voice_cy_17794127.mp3	Can I speak with Catrin, please?	test
common_voice_cy_19814140.mp3	She said it was worth suffering a bit of hardship for peace.	test
common_voice_cy_19814142.mp3	It is not your place to be on the bench hearing cases.	test
common_voice_cy_19814295.mp3	I never saw more glorious colors than the colors of flowers that afternoon.	test
common_voice_cy_19814299.mp3	You can roll dough to create parts of the caterpillar's body.	test
common_voice_cy_19034891.mp3	A variety of goods were available in the market.	test
common_voice_cy_19034892.mp3	The tragedy happened while the beach was full of people.	test_covost
common_voice_cy_19034893.mp3	I will phone her back tomorrow.	test
common_voice_cy_19034895.mp3	What’s the soup of the day?	test
common_voice_cy_17721237.mp3	What is an Eisteddfod chair?	test
common_voice_cy_17721239.mp3	I have a cat.	test
common_voice_cy_17721240.mp3	Neither were they willing to say what the sound system was worth.	test
common_voice_cy_17721241.mp3	What do I have to do now to sort it out?	test
common_voice_cy_19364679.mp3	I've been able to go around the world.	test
common_voice_cy_19426501.mp3	You need to go now.	test
common_voice_cy_19426550.mp3	Are you free to play tonight?	test
common_voice_cy_19426555.mp3	Time needs to be spent in the laboratory.	test
common_voice_cy_17672175.mp3	I play the piano.	test
common_voice_cy_17672176.mp3	I’m an only child	test
common_voice_cy_17672177.mp3	Accommodation that was specifically for homeless families.	test
common_voice_cy_17672178.mp3	Do you take milk and sugar?	test
common_voice_cy_19057276.mp3	What is your opinion on how police officers view child protection units?	test
common_voice_cy_19057277.mp3	Wrexham won.	test
common_voice_cy_19057278.mp3	Do you smoke?	test
common_voice_cy_19057279.mp3	Will it rain tomorrow?	test
common_voice_cy_18907519.mp3	What do signs in a food chain show?	test
common_voice_cy_18907520.mp3	A return ticket to Cardiff, please.	test
common_voice_cy_18907521.mp3	Thank you very much for giving us more information.	test
common_voice_cy_18907523.mp3	Nantclwyd, genealogy, Culhwch, euthanasia, turnip, neck, cube, spear	test
common_voice_cy_17794483.mp3	Can I speak with Catrin, please?	test_covost
common_voice_cy_17794484.mp3	When are you come back to school because I'm not looking forward.	test
common_voice_cy_17794485.mp3	Play rock music	test
common_voice_cy_17794487.mp3	It would make everyone very happy if you pick up the phone and call everyone home.	test_covost
common_voice_cy_18368777.mp3	The floor is very cold.	test_covost
common_voice_cy_18368945.mp3	What’s he going to do about the sheep?	test
common_voice_cy_18369275.mp3	I didn't know anyone from the company last night so I drank more than usual.	test
common_voice_cy_18369276.mp3	Yes, but it depends on you.	test_covost
common_voice_cy_17767542.mp3	Our car happens to be somewhere around here now if that can help at all.	test_covost
common_voice_cy_17767543.mp3	You try hard and sing well but you're only ten years old.	test
common_voice_cy_17767544.mp3	The television is still here so I can watch rugby.	test
common_voice_cy_17767545.mp3	May I have my pension money, please?	test_covost
common_voice_cy_18999517.mp3	My cry was answered by the Eisteddfod in the form of bars on the ground.	test
common_voice_cy_18999518.mp3	They killed him when he was only a suspect.	test
common_voice_cy_18999519.mp3	I do not intend to be in Cardiff over the holidays.	test
common_voice_cy_18999521.mp3	Where is hi?	test
common_voice_cy_18130304.mp3	Can you ride horses?	test
common_voice_cy_18130305.mp3	Here she is.	test
common_voice_cy_18130307.mp3	There are times when all you need to do is be happy.	test_covost
common_voice_cy_18130308.mp3	Accommodation that was specifically for homeless families.	test_covost
common_voice_cy_18157482.mp3	Llanfairpwll causing trouble and more on the live stream.	test
common_voice_cy_18157483.mp3	Can I use my credit card?	test
common_voice_cy_18157485.mp3	I want to send a post card to Ireland.	test
common_voice_cy_18157486.mp3	In your own words what happens in the story?	test
common_voice_cy_18267336.mp3	She's not looking for anyone other than us two.	test
common_voice_cy_18267337.mp3	Her brother has to drive her to work.	test_covost
common_voice_cy_18267339.mp3	I've got a little something to give you for your birthday.	test
common_voice_cy_18267340.mp3	You could go there tomorrow but it depends how nice it is.	test
common_voice_cy_19001107.mp3	Cwmllan, fearful, something, paint, narrow-leaved, in, fatal, some	test_covost
common_voice_cy_19001108.mp3	Is it open to the public?	test
common_voice_cy_19001110.mp3	You will have to go back.	test
common_voice_cy_19001111.mp3	A small pint of yellow beer.	test
common_voice_cy_18335096.mp3	I think you're the most wonderful friend and that's the important thing, you're worth the world.	test
common_voice_cy_18335178.mp3	It would be necessary to go down to the shop on the bus to arrive in time.	test_covost
common_voice_cy_18335180.mp3	Have you ever remembered such good things?	test
common_voice_cy_18335211.mp3	I'm sure he's the one to marry.	test
common_voice_cy_19048045.mp3	A word of advice, wear your coat because it's too cold in the house.	test
common_voice_cy_19048046.mp3	It’s not good enough.	test
common_voice_cy_19048047.mp3	It’s foggy.	test
common_voice_cy_19048048.mp3	i was in the theater last night.	test
common_voice_cy_18051411.mp3	The television is still here so I can watch rugby.	test_covost
common_voice_cy_18051412.mp3	I have to drive often next week but I don't know when exactly?	test
common_voice_cy_18051415.mp3	I get on with the job without taking holidays over Christmas.	test
common_voice_cy_18051419.mp3	Play rock music	test_covost
common_voice_cy_17728561.mp3	Prosser, milk, hand, slanderous, stow, twist, title, Moi	test
common_voice_cy_17728563.mp3	He’s drunk.	test
common_voice_cy_17728564.mp3	What do I have to do now to sort it out?	test_covost
common_voice_cy_17728565.mp3	My grandmother is eighty today.	test
common_voice_cy_17780873.mp3	I'm going because it's Christmas Eve and we need to celebrate with the family before the kids go to sleep.	test
common_voice_cy_17780874.mp3	You need to ask what you would like in the restaurant.	test
common_voice_cy_17780875.mp3	Their red shirts remain on the rugby pitch after each game.	test
common_voice_cy_17780877.mp3	I went over to the man and there are twenty books left for the girl to be able to have over the summer.	test_covost
common_voice_cy_17823818.mp3	She went over to the shop and now has to buy everything.	test
common_voice_cy_17823819.mp3	What will things be like over Christmas if there is no space available in the house?	test
common_voice_cy_17823820.mp3	When are you come back to school because I'm not looking forward.	test_covost
common_voice_cy_17823822.mp3	Do you need to sit down?	test_covost
common_voice_cy_19043334.mp3	My sister is too neat!	test_covost
common_voice_cy_19043335.mp3	Do you have change?	test
common_voice_cy_19043337.mp3	Who’s buying the next round?	test
common_voice_cy_19043338.mp3	What time will it start?	test
common_voice_cy_17773553.mp3	We intend to come back with the kids again.	test
common_voice_cy_17773557.mp3	It’s excellent!	test_covost
common_voice_cy_17773558.mp3	What will things be like over Christmas if there is no space available in the house?	test_covost
common_voice_cy_17773559.mp3	I have a feeling she wouldn't understand without a sensible explanation.	test
common_voice_cy_19002251.mp3	Can we have the bill, please?	test
common_voice_cy_19002252.mp3	Everybody’s entitled to their own opinion.	test
common_voice_cy_19002253.mp3	How many red squares will there be in the tenth diagram?	test
common_voice_cy_19002255.mp3	Who stole the stars from the sky and put them in your eyes?	test
common_voice_cy_18993741.mp3	There will be heavy rain in the south.	test
common_voice_cy_18993742.mp3	He was also wearing light trousers at the time.	test
common_voice_cy_18993743.mp3	The Eisteddfod was very important to Lloyd George.	test
common_voice_cy_18993744.mp3	America, for, language, by now, national, answer, to the bridge	test
common_voice_cy_19083701.mp3	He’s talented.	test
common_voice_cy_19083702.mp3	I play the piano.	test_covost
common_voice_cy_19083704.mp3	We didn't have one that fit Georgia but I didn't think.	test_covost
common_voice_cy_19083705.mp3	Milk and two sugars, please.	test
common_voice_cy_19103683.mp3	I haven't done anything special to that person.	test
common_voice_cy_19103685.mp3	I'm sorry I'm late but have you heard about the accident?	test
common_voice_cy_19103708.mp3	But not all bodies have the same level of authority.	test
common_voice_cy_19103709.mp3	Can I help you?	test_covost
common_voice_cy_18891183.mp3	I’m not worried that the standard will fall.	test
common_voice_cy_18891184.mp3	It’s round the corner.	test_covost
common_voice_cy_18891185.mp3	This is my love.	test
common_voice_cy_18891186.mp3	What do signs in a food chain show?	test_covost
common_voice_cy_17846842.mp3	teacher, animals, all, within, do, home, elements	test
common_voice_cy_17846843.mp3	A good performance by them this year can have an impact on the support of both major parties.	test
common_voice_cy_17846844.mp3	It’s twenty five minutes past one.	test
common_voice_cy_17846845.mp3	I’m better now.	test
common_voice_cy_17833112.mp3	The weather is really bad for some reason I don't know.	test
common_voice_cy_17833113.mp3	Tell her clearly what you’re learning in school.	test
common_voice_cy_17833114.mp3	It is possible that cars will start moving on their own in the future.	test
common_voice_cy_17833115.mp3	There should be three or four cars available so that's enough for us all to arrive on time.	test
common_voice_cy_19079300.mp3	Who stole the stars from the sky and put them in your eyes?	test_covost
common_voice_cy_19079302.mp3	I want to stay for two nights.	test_covost
common_voice_cy_19079325.mp3	Phone me at seven o’clock in the morning, please.	test
common_voice_cy_19079327.mp3	Could you look for the other half?	test
common_voice_cy_17794363.mp3	Can I speak with Catrin, please?	test_covost
common_voice_cy_17794365.mp3	We are moving in with them next week so here’s the address for the books.	test
common_voice_cy_17794366.mp3	No, it's true, William will have to give her the news live.	test
common_voice_cy_17794367.mp3	I’m not sure where she plans to go tonight.	test
common_voice_cy_19158912.mp3	Duwynt, mornings, some, deep, some, powder, shows, England	test_covost
common_voice_cy_19158914.mp3	Do you play an instrument?	test
common_voice_cy_19158915.mp3	How much does milk cost please?	test
common_voice_cy_19158917.mp3	I haven't done anything special to that person.	test_covost
common_voice_cy_19013300.mp3	warn, Elen, upgrade, that, bike, Wales, give, member	test
common_voice_cy_19013302.mp3	You're wrong about that because I went yesterday and it takes quite a while to get to the house.	test
common_voice_cy_19013303.mp3	I got a new coat today.	test
common_voice_cy_19013304.mp3	to come, advice, teachers, small, or, happen, magic, go to see	test_covost
common_voice_cy_19084322.mp3	How many passes were completed by all four teams?	test
common_voice_cy_19084323.mp3	The winner will be invited to become a member of the Gorsedd.	test
common_voice_cy_19084325.mp3	And this permission was not given without question.	test_covost
common_voice_cy_19084326.mp3	What are the four different types of bone in the body?	test
common_voice_cy_18938756.mp3	When will the bus ride be?	test_covost
common_voice_cy_18938757.mp3	She has won an Oscar.	test
common_voice_cy_18938758.mp3	But the service is expected to be delayed for some hours.	test
common_voice_cy_18938760.mp3	The American Civil War, the Britons, the Industrial Revolution	test
common_voice_cy_19105829.mp3	each other, common, own, place, social, the place, once	test
common_voice_cy_19105831.mp3	above, salvation, blizzard, before, jobs, hear, coat of arms, thickness	test
common_voice_cy_19110618.mp3	I live in a flat.	test
common_voice_cy_19110619.mp3	The referee should get new spectacles!	test_covost
common_voice_cy_19057210.mp3	There will be light showers in the north.	test_covost
