client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507526.mp3	山田さんは、お父さんが医者です。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507528.mp3	変わりびなは世相をつづる。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507531.mp3	わたしは砂糖を入れて、コーヒーを飲みます。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507533.mp3	あそこにたくさん店が並んでいます。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507535.mp3	鳥が水を飲んでいます。	0	1				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507537.mp3	そっちへ行くと、郵便局や銀行があります。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507538.mp3	きょうは友達と晩ごはんを食べます。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507540.mp3	いくつありますか。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507542.mp3	あしたの夜は友達と会うので、出かけます。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507544.mp3	バスで学校に行きます。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507545.mp3	きのう友達に手紙を書きました。	1	0				ja	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_20591777.mp3	日本では二十歳からお酒が飲めます。	1	1	twenties	male		ja	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_20591882.mp3	子供がお菓子を欲しがっています。	1	0	twenties	male		ja	
c1ce857360e10c8727a8b87e1fc3c7a50c5389ea134a7dad1dd903cbdd7f7930a6041505d3fdffcf5d922661d4fd352160d0b4eff706b605899a06c78964bd99	common_voice_ja_20640255.mp3	スピーチが下手なのだから、原稿を、用意したほうがいい。	1	0				ja	
c1ce857360e10c8727a8b87e1fc3c7a50c5389ea134a7dad1dd903cbdd7f7930a6041505d3fdffcf5d922661d4fd352160d0b4eff706b605899a06c78964bd99	common_voice_ja_20640344.mp3	また、襟や、袖口ポケット口などが、油汚れで変色を起こすこともあります。	1	0				ja	
c1ce857360e10c8727a8b87e1fc3c7a50c5389ea134a7dad1dd903cbdd7f7930a6041505d3fdffcf5d922661d4fd352160d0b4eff706b605899a06c78964bd99	common_voice_ja_20640360.mp3	そちらはイさんです。	1	0				ja	
c1ce857360e10c8727a8b87e1fc3c7a50c5389ea134a7dad1dd903cbdd7f7930a6041505d3fdffcf5d922661d4fd352160d0b4eff706b605899a06c78964bd99	common_voice_ja_20640522.mp3	わたしはきのうからのどが痛いです。	1	0				ja	
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_20659424.mp3	十時五十一分です。	1	0				ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741313.mp3	隣の部屋にだれかいましたか。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741315.mp3	これでは、母親が嘆くのも、無理はありません。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741374.mp3	あちらは山田さんです。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741382.mp3	一つは、教育というものの、重要さと、難しさです。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741385.mp3	日本の料理は辛いですか。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741387.mp3	後手にまわって負けた警察が奮起する番だ。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741422.mp3	少年は、指をズボンでふくと、素直に、いそいそと立ち上がった。	1	1		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741431.mp3	小さな動物はとてもかわいいです。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741436.mp3	どこへ行っても、彼の周囲には、自然にファンが生まれた。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741480.mp3	天然記念物級の規模という学者の発言もあった。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741484.mp3	松井さんにお金を返します。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741491.mp3	管理され、保護されて、無駄を知らずに育った人間は、弱い。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741495.mp3	俺は、コツコツとシングルを狙うよと言うが、もちろん本音ではなく、持ち前のパワーを発揮し始めてきた。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741500.mp3	山の診療所で、最も注意しなければならぬのは、小児の病気であった。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22741508.mp3	窓口にいる銀行員は女の人が多いです。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22753027.mp3	くすりを飲みましたから、もうだいじょうぶです。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22753128.mp3	家から学校まで電車で一時間かかります。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22759968.mp3	冷蔵庫の中に卵が七個あります。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22759969.mp3	わたしは音楽がすきです。	1	1		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22759987.mp3	かぎが見つからないので、かばんの中を探しました。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22760023.mp3	妻はすぐに帰って来ます。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22760046.mp3	わたしはいい店を知っています。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22760098.mp3	セミしぐれの中を、東京、千鳥ケ淵、戦没者墓苑を訪れた。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22760120.mp3	文書は年々増えていく。	1	0		male		ja	
1eb1894dcdc60ea5ea07da1cdc1ac2b207f06e3052273ce79b91ab24b7cb3baaaf254e8e1b5c976418d25fd24fff6efb5e654643ab3805dfaf7501db7c348261	common_voice_ja_22760151.mp3	ボールペンを持ってこなかった人は、えんぴつでもいいです。	1	0	fifties	female		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22760289.mp3	宿題が半分くらい終わりました。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22921377.mp3	卵に塩をつけて食べます。	1	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22921415.mp3	この映画はあまりよくなかったです。	1	1		male		ja	
43be1637c6418a0b22afb56b7873efe03fb95e779286684057288c02fa6dc6c27bd35f73208129fd5d9f1ba3d99124eac73a8fcb4a2e58815c0c654d96c7ba77	common_voice_ja_23373638.mp3	このプロジェクトの入札者の中では、弊社が最もふさわしい資格を有していると、自負いたしております。	1	1	twenties	male		ja	
8ae2634d46f3a120c48027cab539945228f9df5cb8cfeb185d46e9a341b8deb60b44d9307b8c3a87465cbc455fc467d8a5b6374a611d6f76ebff14a54033f4f1	common_voice_ja_23919585.mp3	さん	1	0				ja	Benchmark
8ae2634d46f3a120c48027cab539945228f9df5cb8cfeb185d46e9a341b8deb60b44d9307b8c3a87465cbc455fc467d8a5b6374a611d6f76ebff14a54033f4f1	common_voice_ja_23919587.mp3	ろく	1	1				ja	Benchmark
8ae2634d46f3a120c48027cab539945228f9df5cb8cfeb185d46e9a341b8deb60b44d9307b8c3a87465cbc455fc467d8a5b6374a611d6f76ebff14a54033f4f1	common_voice_ja_23919588.mp3	ご	1	1				ja	Benchmark
8ae2634d46f3a120c48027cab539945228f9df5cb8cfeb185d46e9a341b8deb60b44d9307b8c3a87465cbc455fc467d8a5b6374a611d6f76ebff14a54033f4f1	common_voice_ja_23919589.mp3	いち	0	0				ja	Benchmark
8ae2634d46f3a120c48027cab539945228f9df5cb8cfeb185d46e9a341b8deb60b44d9307b8c3a87465cbc455fc467d8a5b6374a611d6f76ebff14a54033f4f1	common_voice_ja_23919595.mp3	しち	1	0				ja	Benchmark
8ae2634d46f3a120c48027cab539945228f9df5cb8cfeb185d46e9a341b8deb60b44d9307b8c3a87465cbc455fc467d8a5b6374a611d6f76ebff14a54033f4f1	common_voice_ja_23919596.mp3	はち	1	1				ja	Benchmark
8ae2634d46f3a120c48027cab539945228f9df5cb8cfeb185d46e9a341b8deb60b44d9307b8c3a87465cbc455fc467d8a5b6374a611d6f76ebff14a54033f4f1	common_voice_ja_23919599.mp3	はい	1	0				ja	Benchmark
8ae2634d46f3a120c48027cab539945228f9df5cb8cfeb185d46e9a341b8deb60b44d9307b8c3a87465cbc455fc467d8a5b6374a611d6f76ebff14a54033f4f1	common_voice_ja_23919610.mp3	く	1	1				ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23928640.mp3	ろく	0	0				ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23928641.mp3	はち	1	0				ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23928642.mp3	はい	1	0				ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23928643.mp3	いいえ	1	0				ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23928644.mp3	く	0	0				ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23929791.mp3	れい	0	0	thirties	male		ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23929792.mp3	いち	0	0	thirties	male		ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23929793.mp3	し	1	0	thirties	male		ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23929794.mp3	ご	0	0	thirties	male		ja	Benchmark
d3c98a0b24336cc92339e37b33e8bcf76956d5b3b02b3bd13e654a5976d3a0f28afe04c31f360f2cbed0c3c63a30bcda8564c3212b8c119536b28b5d9425cf79	common_voice_ja_23929795.mp3	さん	1	0	thirties	male		ja	Benchmark
02a8841a00d762472a4797b56ee01643e8d9ece5a225f2e91c007ab1f94c49c99e50d19986ff3fefb18190257323f34238828114aa607f84fbe9764ecf5aaeaa	common_voice_ja_27852438.mp3	いいえ	0	0	fourties	female		ja	Benchmark
02a8841a00d762472a4797b56ee01643e8d9ece5a225f2e91c007ab1f94c49c99e50d19986ff3fefb18190257323f34238828114aa607f84fbe9764ecf5aaeaa	common_voice_ja_27852441.mp3	いち	0	0	fourties	female		ja	Benchmark
02a8841a00d762472a4797b56ee01643e8d9ece5a225f2e91c007ab1f94c49c99e50d19986ff3fefb18190257323f34238828114aa607f84fbe9764ecf5aaeaa	common_voice_ja_27867601.mp3	しち	0	0	fourties	female		ja	Benchmark
02a8841a00d762472a4797b56ee01643e8d9ece5a225f2e91c007ab1f94c49c99e50d19986ff3fefb18190257323f34238828114aa607f84fbe9764ecf5aaeaa	common_voice_ja_27867602.mp3	さん	0	0	fourties	female		ja	Benchmark
02a8841a00d762472a4797b56ee01643e8d9ece5a225f2e91c007ab1f94c49c99e50d19986ff3fefb18190257323f34238828114aa607f84fbe9764ecf5aaeaa	common_voice_ja_27892960.mp3	に	0	0	fourties	female		ja	Benchmark
02a8841a00d762472a4797b56ee01643e8d9ece5a225f2e91c007ab1f94c49c99e50d19986ff3fefb18190257323f34238828114aa607f84fbe9764ecf5aaeaa	common_voice_ja_27932095.mp3	はち	0	0	fourties	female		ja	Benchmark
02a8841a00d762472a4797b56ee01643e8d9ece5a225f2e91c007ab1f94c49c99e50d19986ff3fefb18190257323f34238828114aa607f84fbe9764ecf5aaeaa	common_voice_ja_27945254.mp3	し	0	0	fourties	female		ja	Benchmark
02a8841a00d762472a4797b56ee01643e8d9ece5a225f2e91c007ab1f94c49c99e50d19986ff3fefb18190257323f34238828114aa607f84fbe9764ecf5aaeaa	common_voice_ja_27955891.mp3	はい	0	0	fourties	female		ja	Benchmark
