sentence	sentence_id	locale	reason
Treblu gofal plant am ddim i rieni blant rhwng tair a phedair oed.	a8e4af7e30e55ded1e9b6f2ec04bc4935ab4de64e19caf64898f45d6b02922c6	cy	grammar-or-spelling
Hoffai dîm Lerpwl ddymuno’n dda iddo yn rhan nesaf o’i yrfa gyffrous.	5b463ddf4f0a2bf3035454091d93633eeda860b0496a2d615ea27aaa50b59840	cy	grammar-or-spelling
Cododd o’i gwely a tharo siôl o’i chmwpas.	6238c5d717ad005be09859668f9b810725ee0bac18c347e8288225f9f9b7134a	cy	grammar-or-spelling
Nodwch beth ydych yn archebu ac yn cyfrifwch y cyfanswm	78bc2b05d8a316d4dd891fff6f073029051b0816976e270f82ed707af5e6139c	cy	grammar-or-spelling
Dw i'n cynnal cyngherddau cerddoriaeth a chân mewn cartrefi gofal ac ysbytai	add62043f9e6baeddb8edcd97197c182257680febdb61b0bf4bbd2e8fef8df4d	cy	grammar-or-spelling
Gwnaeth Thomas Bowen ei orau i gael gan Bob syrthio ar ei fai.	af1f34e89ea0ac8fe851ac877e3b57ad61295a8fd661e298f2de32941cc4cb18	cy	grammar-or-spelling
Mae o'n gweithio'n dda iawn yn y pynciau craidd a ddewisol	af1430702069b1ea23e5be7a38d8c1a2870bce8e670a09fd293c62671b4084cc	cy	grammar-or-spelling
Os digwydd hyn byddwn yn cymryd camau priodol	aa7588884f6ae5df3b22de3b5e4b386209aa43b75cbf0ce552b0752b04fea81f	cy	grammar-or-spelling
Gall y dechneg yma cael ei defnyddio i ragfynegi difrifoldeb yr echdoriadau nesaf	c75749f0616bf9c3829ccb62bfda12051cfa83542851639a538fd4af1bee679d	cy	grammar-or-spelling
Wrth i'r dŵr anweddu mae'n lleihau'r tymheredd y corff	7f753306b45f92798e2b385e952194692856c4e542e29386dcf9899689bd1609	cy	grammar-or-spelling
Dylid ffocysu'r golau yn glir ar y retina	bee2419bac32a61f060599a921d74e6f1f9b786515477e6d2501f68852dcc4d9	cy	different-language
Oes unrhyw wahaniaethau mewn defnyddio cerddoriaeth fyw a cherddoriaeth wedi ei recordio?	bbe0a1498fe76d69e96c1cfdda0a54baff62152ecbdb2108d7749a8bc0a7c14b	cy	grammar-or-spelling
Tacluswch yr ystafell, a rhowch yr holl offer a defnyddiwyd i ffwrdd	c39b633a650a915132b0f97bb19622f0d86fc3aea2aad6b9803c1e62e8d5e868	cy	grammar-or-spelling
Yr oeddynt yn siomedig pan ddeallasent nad oedd arnom ni eisiau taro bargen.	5de482cd874c0c21db101d25f3e2f5e3257d43a5210a64264d4a878f154ea1ee	cy	grammar-or-spelling
Aethom i gaffe i gael coffi a llaeth a bara menyn.	08c59900d1524c7644d0849abc1bf5655160a16b339ff5ff684ba918fbb45c65	cy	grammar-or-spelling
Arweiniwyd ni trwy lawer cyntedd i ystafelloedd eithaf cysurus.	ad85c3bb0f00d1b254446c92bd449eef77ccb2a570bc93d0a6d2e541fd4bb1cf	cy	grammar-or-spelling
Yr oedd pobl y ddau dŷ’n medru siarad â’i gilydd yn hawdd.	528d458f541938578a4e024c86b8ef54a808f870770bddf140f5c96eb5cb42a5	cy	Ymadrodd allan o gydestun 
Gobeithio mi mod wedi ei lenwi'n gywir	cfa64483b2d4ec68030a64629032e1217516a6a3b09c129863b4d9c2e0d6bf42	cy	grammar-or-spelling
Wedyn es i i wely’n gynnar, yn barod am fore prysur arall.	13ced6a173fa4969a67716b9bd385d7dcb2da11262783b825ccb0b2a60c25b99	cy	grammar-or-spelling
Yn anfoddus doedd y cadeirydd newydd ddim yn siarad yn glir o gwbl	f2320d65d2e3e51dd10e6a79a79db4046f52e0b8cebcc0b786a8dd949ba9be57	cy	grammar-or-spelling
Bydd fy nghynulleidfa yn gwybod beth i ddisgwyl gan fy ngherddi.	3a92b48c0fd41b568e2fbcbcdb6b3e9963f4df6f0113ed31017d9a9767b502ff	cy	grammar-or-spelling
Cefais drafferth fawr i’w cadw yn ddistaw ar ôl mynd i’w gwelyau.	eb9ff116ed19a0c1a6ae0375b8ae9977539ff7c15b0b37360c27fdde9ebcdb2e	cy	grammar-or-spelling
Roedden ei llygaid hi’n fawr ac yn ofnus.	2c8d2468175d2ea2399ce536cb594beaf0f21d73582a14ad52e9d4518c6b15c2	cy	grammar-or-spelling
Fe roddodd hi roi’r gorau i’w swydd ar ôl tri mis.	ff520201f030d48ef356644c2260642096b0ac8ee227f5889da780eff697a4f7	cy	grammar-or-spelling
Roedden ei llygaid hi’n fawr ac yn ofnus.	2c8d2468175d2ea2399ce536cb594beaf0f21d73582a14ad52e9d4518c6b15c2	cy	grammar-or-spelling
Oxwich yw un o’r traethau mwyaf poblogaidd ym Nghymru.	9d1d004d83861eb8d0d4c63707e7d15b1de24408bc3aca0cac078be6886d6bd0	cy	grammar-or-spelling
Agorodd i gynted anferth.	03d1c856e217c6665fcf0d7c4ef4c2f0366911dfc9650018f210074b68c7baaf	cy	grammar-or-spelling
naw	73d8cdb71857c2837b7ba247fe2d8861b93a853436d67cd6917a859439103a10	cy	Dim yn siwr sut i ddefnyddio hwn!
Yr oedd gennyf ddu neu dri cae i fyned drostynt ar fy ffordd adref.	cb50c75409fa44707e72939e0109eca443cdc6fd47e54ad3a0cccb21a45fd1e8	cy	grammar-or-spelling
Ysgrifennwch lythyr adref, gan ddisgrifio eich brofiadau a sut rydych yn teimlo.	ce333114cf2deee01939841e864b373b798fcffe5d3f1c9f163c382dac38a53e	cy	grammar-or-spelling
Os oes genych unrhyw gwestiwn neu broblem, cysylltwch â’r ysgol.	d21a9548a17f95e161f73476a17533f58544fd245a8b7459ad7c08d7cf2a37a1	cy	grammar-or-spelling
Myfyrdod byrfyfyr ar yr hanner can nofel orau yn y Gymraeg, yn nhrefn teilyngdod.	8935c74d1bf588c5a02648a752e3de4c33193161162ed7298fd3d8db22462540	cy	grammar-or-spelling
Ar fore hyfryd yn yr haf diweddaf, cefais fy hun yn y Bont Newydd.	d173d4c220d88cddd97bf0465ad9effbf8035b6476c77df1b685ac152860b9bf	cy	grammar-or-spelling
Mae hi wrthi’n srifennu ’i nodiade.	50d1875e9903e140d2d6e60aee392de209b682d2994a6fc6adeaf7a416826930	cy	grammar-or-spelling
Y farn gyffredinol yw bod y frwydr rywle gerll Croesoswallt.	89ee2a08a2e134ee27396c7a9f16f333dc5317c24d0a72abe2859cd0d850d168	cy	grammar-or-spelling
Mi oedd y dyn y cuddio yn y cwpwrdd.	573a4be2fb5cf6365911d58ebf64f104cf7389b96b0b882e09d0750b72e05a05	cy	grammar-or-spelling
Daw'r gair Omnibws o air Lladin sy'n golygu at ddefnydd pawb.	a3d22655862e88e3a99ab162504c6665eeaaa7c61b49001a46a2997df2e3f600	cy	offensive-language
Daw'r gair Omnibws o air Lladin sy'n golygu at ddefnydd pawb.	a3d22655862e88e3a99ab162504c6665eeaaa7c61b49001a46a2997df2e3f600	cy	grammar-or-spelling
Daw'r gair Omnibws o air Lladin sy'n golygu at ddefnydd pawb.	a3d22655862e88e3a99ab162504c6665eeaaa7c61b49001a46a2997df2e3f600	cy	different-language
Daw'r gair Omnibws o air Lladin sy'n golygu at ddefnydd pawb.	a3d22655862e88e3a99ab162504c6665eeaaa7c61b49001a46a2997df2e3f600	cy	difficult-pronounce
Daw'r gair Omnibws o air Lladin sy'n golygu at ddefnydd pawb.	a3d22655862e88e3a99ab162504c6665eeaaa7c61b49001a46a2997df2e3f600	cy	bye
Alli di ei wytho fe ar Wikicommons?	97ec282b5fa5983ee5c44b48ab2fb664227892a6dd6aba7b99fea6d6a8ef90cd	cy	grammar-or-spelling
Yr wyf yn coelio, bellach, na’th foddlonir byth.	9163d5bc197727bf7530a85d5d59f60acabc2dca3f41755c6ae14cb10a663343	cy	grammar-or-spelling
Priododd Henry Hager ac mae Margaret Hager yn blentyn iddi.	ab720f41729af509b6746eb1a794ad563279924d012b18e48765c571c3386762	cy	grammar-or-spelling
Llyfr syn ymwneud â hanes Llanegryn yw Hanes Plwyf Llanegryn gan William Davies.	ed9ec1a6c2afab65f1b968e0a165d6981098a9de1bb9e43fc30ca965ff0cee4a	cy	grammar-or-spelling
Mae hynna wir yn siomedig.	dead026d610f09f7656aadf23c439b7eea1b3a0fd7fd8fe3e4aa3ac1134a37f5	cy	grammar-or-spelling
Ar gyngor ei deulu a'i gyfeillion penderfynodd torri'r dyweddïad.	d7fa3576f2e9733f38d67cda16b11ca701072776447d379f7a26ca07aeefe3ef	cy	grammar-or-spelling
Ar gyngor ei deulu a'i gyfeillion penderfynodd torri'r dyweddïad.	d7fa3576f2e9733f38d67cda16b11ca701072776447d379f7a26ca07aeefe3ef	cy	grammar-or-spelling
Rhaid hefyd warchod data a phreifatrwydd ei ddefnyddwyr.	e2c4fa043bdbccd51cc248deee5c21b543e2c213e42de8823c110c2a67bf45cb	cy	grammar-or-spelling
Amcanion sylfaenol yr astudiaeth o geometreg algebraidd yw amrywiaeth algebraidd.	2acef558f15989375d689a14f1466c50763c7a1d4baf4ac3490fcdff6ff3ce66	cy	grammar-or-spelling
Caiff ei goginio'n araf ac felly mae ei liw'n eitha tywyll.	46c7116bcee5217bafdb0d557b33646021afaeac7134c12a0c9174936dbacd16	cy	grammar-or-spelling
Caiff ei goginio'n araf ac felly mae ei liw'n eitha tywyll.	46c7116bcee5217bafdb0d557b33646021afaeac7134c12a0c9174936dbacd16	cy	different-language
Caiff ei goginio'n araf ac felly mae ei liw'n eitha tywyll.	46c7116bcee5217bafdb0d557b33646021afaeac7134c12a0c9174936dbacd16	cy	difficult-pronounce
Yr astudiaeth wyddonol o sut mae'r corff dynol yn gweithio ydy anatomeg ddynol.	196eb7ecdc8e1f969ac39cf56d17c9e3ba3147721c6f8e0b3c2e5ee968871348	cy	different-language
Yr astudiaeth wyddonol o sut mae'r corff dynol yn gweithio ydy anatomeg ddynol.	196eb7ecdc8e1f969ac39cf56d17c9e3ba3147721c6f8e0b3c2e5ee968871348	cy	grammar-or-spelling
Mae triniaeth yn dibynnu ar yr achos sylfaenol.	4ec478bd00ff5fa6908ed9eda8c8e633b3e9cd2652cb3d44509e03e62b7de487	cy	different-language
Dros y degawdau diwethaf gwelwyd newidiadau dirfawr yng ngwead y gymdeithas.	26c9752b1fb22e72cada10ca7bb5118eb9fb4899be6ecfdf24f76743d8845a0e	cy	different-language
Hafaliad mathemategol yw hafaliad differol, sy'n ymwneud â ffwythiant a'i ddeilliadau.	22222577c924e66881f2cb686d8f605240d324244a122596ac27c6fdd31a7879	cy	offensive-language
Hafaliad mathemategol yw hafaliad differol, sy'n ymwneud â ffwythiant a'i ddeilliadau.	22222577c924e66881f2cb686d8f605240d324244a122596ac27c6fdd31a7879	cy	grammar-or-spelling
Roedd hefyd yn awdur cyfres o werslyfrau gramadeg.	4c1de326402aa7f1684c91f8b19fc6c2331b923c71424910a805a076c6be0bbb	cy	Mae'r brawddegau ar y sgrin yn neidio o un u'r llall ac mae'r rhai anghywir yn cael eu recordio. Dyw'r feddalwedd ddim yn gweithio'n iawn.
Ei wraig gyntaf oedd y Dywysogaeth Margaret.	366549115fd7132f85c2ba768b1bbd1f1b59684ba2b044ae3dc40434f94c1e2d	cy	grammar-or-spelling
Dyma oedd y tro diwethaf iddi gael ei weld ar dir y byw.	61c2e6f0f0c4440a71e4e0e5b1130910216bc76a3dd5ac8d15a4f73267d59d6b	cy	grammar-or-spelling
Casgliad o gerdd i blant gan Emrys Roberts yw Lolipop Lili Puw.	1b36fec6a2d845ed8b117fee95be55f3e40ff4d3bc450f3030b196e590c79831	cy	grammar-or-spelling
Mae Magi'r iâr yn mynd am dro ar draws fuarth y fferm.	5f009f5d1a50b29c8df1d047f104753a80a0e81be1e0c23d2fd8fe01ed574687	cy	grammar-or-spelling
Ei wraig gyntaf oedd y Dywysogaeth Margaret.	366549115fd7132f85c2ba768b1bbd1f1b59684ba2b044ae3dc40434f94c1e2d	cy	grammar-or-spelling
Ydy hi'n normal i ymennydd dwyieithog darllen un iaith fel y llall?	6622a67f19e983bf512b8047c78c0d7bf9133c4a7cb7471b53e64605a6f9a194	cy	grammar-or-spelling
Dyma oedd y tro diwethaf iddi gael ei weld ar dir y byw.	61c2e6f0f0c4440a71e4e0e5b1130910216bc76a3dd5ac8d15a4f73267d59d6b	cy	grammar-or-spelling
Mae Magi'r iâr yn mynd am dro ar draws fuarth y fferm.	5f009f5d1a50b29c8df1d047f104753a80a0e81be1e0c23d2fd8fe01ed574687	cy	grammar-or-spelling
Mae Magi'r iâr yn mynd am dro ar draws fuarth y fferm.	5f009f5d1a50b29c8df1d047f104753a80a0e81be1e0c23d2fd8fe01ed574687	cy	grammar-or-spelling
Ei wraig gyntaf oedd y Dywysogaeth Margaret.	366549115fd7132f85c2ba768b1bbd1f1b59684ba2b044ae3dc40434f94c1e2d	cy	grammar-or-spelling
Llwyddodd y ddeiseb, ddiddymwyd etholiad George a rhoddwyd y sedd i John.	35d4abc82d15f33d0932bfe2bbe1d62e28f69072682325107507dc8fbcca9fe1	cy	grammar-or-spelling
Aethon ni i adra ar y trên.	5d021d7ab24702103fbcd7a948d8c4602f36f5b171ad876d139107f619d70f2c	cy	grammar-or-spelling
Enwodd ei fab cyntaf ei ôl ei hun.	8d0647d2849e89778dfa58e2fea7c70be583a30b4f34c7d1842fa47bce219c21	cy	grammar-or-spelling
Y farn gyffredinol yw bod y frwydr rywle gerll Croesoswallt.	89ee2a08a2e134ee27396c7a9f16f333dc5317c24d0a72abe2859cd0d850d168	cy	grammar-or-spelling
Yfory yw Diwnrod Neges Ewyllys Da yr Urdd.	83f45557e7f38be8ece41b5dd7b0c928e169c8f38b8689fcdcc1c60c6c314d46	cy	grammar-or-spelling
Y farn gyffredinol yw bod y frwydr rywle gerll Croesoswallt.	89ee2a08a2e134ee27396c7a9f16f333dc5317c24d0a72abe2859cd0d850d168	cy	grammar-or-spelling
Fues i rownd y pentra’ a wedyn adra ar hyd y lôn y gefn.	8d57c6e4b2f684bff8135a391174a254cfa3419aa35cf341ed8d2fd41255865e	cy	grammar-or-spelling
Y farn gyffredinol yw bod y frwydr rywle gerll Croesoswallt.	89ee2a08a2e134ee27396c7a9f16f333dc5317c24d0a72abe2859cd0d850d168	cy	grammar-or-spelling
Tynnais lun gwên arno a gweld trawsnewidiad yn syth, ategais lygaid ac aelodau.	93228560485e4b0540789b3b40bb77019f03ac1bb2415b09ef08e9c28dca9fc4	cy	grammar-or-spelling
Yn hytrach na disgrifio trais mae ei nofelau'n canolbwyntio ar gymeriadu.	9c56eee8277a637d3bdb2222309bb50925821c8c88a6e3dd17b0e3e306db4aa4	cy	grammar-or-spelling
Tynnais lun gwên arno a gweld trawsnewidiad yn syth, ategais lygaid ac aelodau.	93228560485e4b0540789b3b40bb77019f03ac1bb2415b09ef08e9c28dca9fc4	cy	grammar-or-spelling
Y farn gyffredinol yw bod y frwydr rywle gerll Croesoswallt.	89ee2a08a2e134ee27396c7a9f16f333dc5317c24d0a72abe2859cd0d850d168	cy	grammar-or-spelling
Yn hytrach na disgrifio trais mae ei nofelau'n canolbwyntio ar gymeriadu.	9c56eee8277a637d3bdb2222309bb50925821c8c88a6e3dd17b0e3e306db4aa4	cy	grammar-or-spelling
O herwydd ei daearyddiaeth mae'r syniad o gyffordd bwysig yng Nghernyw yn hurt.	45452246b38fc2356042c15c1828ca5c9378f556fbe2f699e4b27a297a8c919e	cy	grammar-or-spelling
Fues i rownd y pentra’ a wedyn adra ar hyd y lôn y gefn.	8d57c6e4b2f684bff8135a391174a254cfa3419aa35cf341ed8d2fd41255865e	cy	grammar-or-spelling
Rhoddwyd ei weddillion i orwedd yng mynwent teulu Nanteos yn Eglwys Llanbadarn.	b76d520baa2b66be2221b8f6de730f39e8a92c65afa3f023569d918d606e41a7	cy	grammar-or-spelling
Cafodd Jones yn ei addysgu yn Ysgol Ramadeg Penarlâg a Choleg Normal Bangor.	b1f366b14136b9337fdb71c6a083b58f2d47469ef7f522164bcd00f7901108e4	cy	grammar-or-spelling
’So ddi ’di dod sha thre heno.	c5d1b0abd24d8ebebaf1aa276bcbbd4174c6419e31045d31108964105bf4d350	cy	grammar-or-spelling
Mi oedd yr arholiad yn sialens arthrol.	d1d88bdf016758e6be9f5f3e6f8893eba20d1bea9b0a016ccf5af95dae36c088	cy	grammar-or-spelling
Mi oedd yr arholiad yn sialens arthrol.	d1d88bdf016758e6be9f5f3e6f8893eba20d1bea9b0a016ccf5af95dae36c088	cy	grammar-or-spelling
Cafodd Jones yn ei addysgu yn Ysgol Ramadeg Penarlâg a Choleg Normal Bangor.	b1f366b14136b9337fdb71c6a083b58f2d47469ef7f522164bcd00f7901108e4	cy	grammar-or-spelling
Mi oedd yr arholiad yn sialens arthrol.	d1d88bdf016758e6be9f5f3e6f8893eba20d1bea9b0a016ccf5af95dae36c088	cy	grammar-or-spelling
Mi oedd yr arholiad yn sialens arthrol.	d1d88bdf016758e6be9f5f3e6f8893eba20d1bea9b0a016ccf5af95dae36c088	cy	grammar-or-spelling
Rhoddwyd ei weddillion i orwedd yng mynwent teulu Nanteos yn Eglwys Llanbadarn.	b76d520baa2b66be2221b8f6de730f39e8a92c65afa3f023569d918d606e41a7	cy	grammar-or-spelling
Cafodd ei gwddf ei dorri, ond nid chafodd y corff ei lurgunio.	fd5dceae9a17d85dcd54f688f05827d0f514e27473abc23f7faab00a929af608	cy	grammar-or-spelling
Yn ôl yr hyn dw i'n darllen, mewn cyflwr diymateb parhaol mae o.	eed681d7ebac212309c458607670613236a6a51539b6b537afab192100abd01a	cy	grammar-or-spelling
Caiff ei ystyried yn system o nodiant sy'n dibynnu ar leoliad y glyff.	a56ddb892f6bcb48e47cd01b11f6d282683299b821441fe5622294decf6594b3	cy	difficult-pronounce
Y cyfrwng a ddefnyddiwyd yw paent olew ar bren, gyda brwsh impasto.	a32fcf079d54f340668f5268fe885215cf8057ac36a203e30add347e987e0da0	cy	difficult-pronounce
Mi oedd yr arholiad yn sialens arthrol.	d1d88bdf016758e6be9f5f3e6f8893eba20d1bea9b0a016ccf5af95dae36c088	cy	grammar-or-spelling
Debyg mai achos o lwcus y trydydd tro oedd hynna.	be7207e073a2a79ab310521f78b4319ef5fef7280231effcb5299b390915dced	cy	grammar-or-spelling
Mae antipasti yn debyg i hors d’oeurves.	e21f0822bf24b6cb651a6a15f856a6d77674e2550ac9b2bc319dd51b0a4f3d66	cy	difficult-pronounce
Mi oedd y dyn y cuddio yn y cwpwrdd.	573a4be2fb5cf6365911d58ebf64f104cf7389b96b0b882e09d0750b72e05a05	cy	grammar-or-spelling
Mi oedd y dyn y cuddio yn y cwpwrdd.	573a4be2fb5cf6365911d58ebf64f104cf7389b96b0b882e09d0750b72e05a05	cy	grammar-or-spelling
Mi oedd y dyn y cuddio yn y cwpwrdd.	573a4be2fb5cf6365911d58ebf64f104cf7389b96b0b882e09d0750b72e05a05	cy	grammar-or-spelling
Weles i nhw’n fyw flwyddyn ddiwedda.	06d2f8d61bbf987ae48b9b238698ed803d4508fe8b5d2c298faf01b0848313c1	cy	grammar-or-spelling
Diolch Elim am y ffoto.	c227dfc6dbb3df744611ab42389c63e4e09934f43f1a8b8fe880bf6b8d3ff4bb	cy	grammar-or-spelling
Bydd foddlon; fy mhrofiad i yw hyn: bod gwasanaethu yn haws gwaith nag arglwyddiaethu.	cc52983be313c16c284ab5d9888ca894f7f305e5ff0777c6e5f978596b06f5fc	cy	grammar-or-spelling
Bydd foddlon; fy mhrofiad i yw hyn: bod gwasanaethu yn haws gwaith nag arglwyddiaethu.	cc52983be313c16c284ab5d9888ca894f7f305e5ff0777c6e5f978596b06f5fc	cy	grammar-or-spelling
Weles i nhw’n fyw flwyddyn ddiwedda.	06d2f8d61bbf987ae48b9b238698ed803d4508fe8b5d2c298faf01b0848313c1	cy	grammar-or-spelling
Weles i nhw’n fyw flwyddyn ddiwedda.	06d2f8d61bbf987ae48b9b238698ed803d4508fe8b5d2c298faf01b0848313c1	cy	grammar-or-spelling
Weles i nhw’n fyw flwyddyn ddiwedda.	06d2f8d61bbf987ae48b9b238698ed803d4508fe8b5d2c298faf01b0848313c1	cy	grammar-or-spelling
Doedd neb yn byngalo ond hi ei hun a’r neidr fach lithrig.	f357c2ccf40d813e6710bc55f6ba0d88a75413b4ea438f842581b570db1306fb	cy	grammar-or-spelling
Rwyf yn caniatáu i'm plentyn gymryd rhan yn y clwb criced	f427ab706ead9f95026d9698a73e3a5c0fe2e0ece377adfc1ca1eb64a7b70085	cy	grammar-or-spelling
Mae rhai ohonoch eisoes wedi dweud eich bod yn dymuno dod	ef6ef0c24477931ec44fadbfddc6bf0e899a0e708a859705c873301a25efbd1d	cy	grammar-or-spelling
Mae rhai ohonoch eisoes wedi dweud eich bod yn dymuno dod	ef6ef0c24477931ec44fadbfddc6bf0e899a0e708a859705c873301a25efbd1d	cy	Dylai fe ddweud: corff nid corf
Ond, roedd y dysgwyr yn siaradus iawn heddiw oherwydd yr eisteddfod.	1751a0788b4d2604ddb4b79b654f85439ad847187f9b8af97734d079fc06de1c	cy	different-language
Ond, roedd y dysgwyr yn siaradus iawn heddiw oherwydd yr eisteddfod.	1751a0788b4d2604ddb4b79b654f85439ad847187f9b8af97734d079fc06de1c	cy	difficult-pronounce
Mae'n cario Beibl a sach, ac yn y sach ceir draig.	05def4a3adba18f3860886bb5b33b76e8c8373650af3ef414186312e995fb034	cy	different-language
Cul iawn ydyw’r ystryd, oer a budr.	0fc2115b8993c550752f0b2ebaca1dbafc9bbcc2076eae6d638fe8adbdd908f8	cy	different-language
Nid oedd yno neb ond efô ei hun.	0b63be621024156310e7c1731f0b8221db21cfac910e7a6113e1585342933948	cy	different-language
Yng nghongl yr ardd cafodd fy nau gyfaill a minnau ymgom faith a chyfrinachol.	1289beb9c1147b4f469f06ae901d634717c0c2d983f9441410fd467f9b2083ad	cy	different-language
Holai’r merched ni, er mawr foddhad i’r dyrfa oedd yn y gegin.	16107a1a3d191a12d22a7bb952ec4292d3b9a4376a049c7ca8fcfdb99363ce4d	cy	different-language
Profer y byddai mwy o naturioldeb ar eu hysgogiadau.	1c712ae6fd7fd0ef2a714614304ca1d5ff7ee85280a394caafeea2932160f8cc	cy	different-language
Prin y gallem gael bara, neb sôn am enllyn, gan y drudaniaeth.	225d81ea744c127911f28fe347bc680ad422b07409cff41862c80182051e8043	cy	grammar-or-spelling
Cytunodd pawb i gwrdd unwaith mis er mwyn rhannu profiadau	4247d30ffed9296cf42395d67da3c34897b7b920b99e518038f26736d168331b	cy	grammar-or-spelling
Meg a Fflos y enwau’r cŵn defaid.	4b39998470cdb15944f022afd692f7f3d6456eda536065ab1024e64161e43e2b	cy	grammar-or-spelling
Afghanistan yw un o' gwledydd tlotaf yn y byd.	56969db9712fa0cc46f9d535eecc28bc19762e8ecbd589e151bf5e4e830d4ba1	cy	grammar-or-spelling
Mae hwnna’n ffoto gwych.	6a50616d7323517d063ec0ae1db817bd8f299b65067d56c3c84b61ef1331d2bf	cy	different-language
Ynot ti y gorwedd Dewi Sant a Gerald Gymro a William Morris.	99c32004b2b77b4ad060e569bb7b2ce0e11a8c2d9aeb17b5586f0e48935ff078	cy	different-language
Yfory yw Diwnrod Neges Ewyllys Da yr Urdd.	83f45557e7f38be8ece41b5dd7b0c928e169c8f38b8689fcdcc1c60c6c314d46	cy	grammar-or-spelling
Rhaid cymryd y chwerw gyda’r melys.	a0f8b10124ed163b26fcdfd3d742e1e5e4b1fb670edd07892ff773a9d455974c	cy	offensive-language
Rhaid cymryd y chwerw gyda’r melys.	a0f8b10124ed163b26fcdfd3d742e1e5e4b1fb670edd07892ff773a9d455974c	cy	grammar-or-spelling
Rhaid cymryd y chwerw gyda’r melys.	a0f8b10124ed163b26fcdfd3d742e1e5e4b1fb670edd07892ff773a9d455974c	cy	different-language
Rhaid cymryd y chwerw gyda’r melys.	a0f8b10124ed163b26fcdfd3d742e1e5e4b1fb670edd07892ff773a9d455974c	cy	difficult-pronounce
Un rhywogaeth o "Chesapecten", "Chesapecten jeffersonius", yw ffosil taleithiol Virginia.	0055b21f72f75c57255023d47ff42ec2ea32c5cbea601e0d6ac2f0f8df9a9c63	cy	difficult-pronounce
Rhoddwyd ei weddillion i orwedd yng mynwent teulu Nanteos yn Eglwys Llanbadarn.	b76d520baa2b66be2221b8f6de730f39e8a92c65afa3f023569d918d606e41a7	cy	grammar-or-spelling
Rhaid astudio'r ffynhonnell hon yn agos ac ystyried y holl ffactorau	b4ff1772a0c3fcffd72cd97c37ed9d1f218e6d44431fd387ad24674c2df80607	cy	grammar-or-spelling
Yn yr un modd, does dim cred furfiol arall heblaw am y Beibl.	05083d5a67bb4ca7f0f7b961aeb66080546afbdd89b88bbb79ef85d6ad90a3c3	cy	grammar-or-spelling
Mae menyw yn sefyll wrth arhosaf bysiau ar stryd led dawel.	060c88b6ae22f36dac6c8399c9c3810ba4941359616788ac384b46965f84d26f	cy	grammar-or-spelling
Mae hi'n byw yn Ninas Efrog Newydd er mwy na dau ddegawd.	0381f96427b92286160388c11ecc538f704b331499e600965fbf1390b42664ca	cy	grammar-or-spelling
Dyma’r plasty dethol hynaf y gwneir defnydd parhaus ohono yn y Byd Newydd.	05ab06e807c4211aa9dd2051aa28a24167c296fe0cb876dba76aebef485e584c	cy	grammar-or-spelling
Cafodd y dogfen hon ei herio gan haneswyr diweddarach fel un ffug.	08ac11b7a7638f5b8f0249bcdb9469fffb46309a71297f320d69a10222d276fc	cy	grammar-or-spelling
Rhoddwyd y data hwn ynghyd gan ddefnyddiovgwybodaeth o'r dyfeisiau.	0bc4e506ce4b14218579deadd2e9d249cb5c0a5045ff4016dd7799c6797d430d	cy	grammar-or-spelling
