path	sentence	translation	client_id
common_voice_id_19276274.mp3	Sudah waktunya untuk bangun!	It's time to wake up!	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276277.mp3	Tom datang lebih awal untuk berlatih hari ini.	Tom arrived early to practice today.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276278.mp3	Selamat tahun baru.	Happy New Year.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276279.mp3	Kerugiannya mencapai satu juta dolar.	The loss was one million dollars.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276280.mp3	Kalo mau mah ngomong aja!	If you want to talk anyway!	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276281.mp3	Bolehkah saya mengembalikan saat istirahat siang.	May I return during lunch break.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276287.mp3	Tong sampah itu sudah diangkut.	The trash can has been transported.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276288.mp3	Jembatan Golden Gate terbuat dari besi.	The Golden Gate Bridge is made of iron.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276289.mp3	Tolong panggil seseorang yang mengerti Bahasa Jepang.	Please call someone who understands Japanese.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276290.mp3	Tolong izinkan kami mengambil pekerjaan ini.	Please let us take this job.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19276291.mp3	Pergi bersama Tuhan!	Go with God!	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305349.mp3	Pulpenku tidak sebagus milikmu.	My pen isn't as good as yours.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305350.mp3	Aku bangga dengan pekerjaan, yang aku sendiri memilihnya.	I am proud of the work, which I chose myself.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305351.mp3	Dijalan menuju sekolah aku kehilangan dompetku.	On the way to school, I lost my wallet.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305352.mp3	Panitia telah menerimal proposal itu.	The committee has minimized the proposal.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305353.mp3	Aku takut kalau kita terlambat.	I'm afraid that we are late.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305359.mp3	Saya mengangkat tangan ke atas.	I raise my hand up.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305360.mp3	Saya tidak tahu kapan dia akan muncul.	I don't know when he will appear.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305361.mp3	Aku mengatakan ini dari hati.	I say this from the heart.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305362.mp3	Untuk alasan inilah, saya tidak bisa datang bersamamu.	For this reason, I cannot come with you.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305363.mp3	Pos udara lebih cepat sampai daripada pos laut.	Airmail arrives faster than seamail.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305369.mp3	Benarkah Tom menyangka saya akan mempercayai itu?	Is it true that Tom thought I would believe that?	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305370.mp3	Besok saya akan pergi ke Hokkaido.	Tomorrow I will go to Hokkaido.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305371.mp3	Saya sangat suka kue yang manis.	I really like sweet cakes.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305372.mp3	Tom menaiki tangga secara perlahan.	Tom climbed the stairs slowly.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305373.mp3	Selamat siang. Permisi, saya mencari Loretta.	Good afternoon. Excuse me, I'm looking for Loretta.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305379.mp3	Satu hari itu sangat singkat.	One day is very short.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305380.mp3	Pulau itu pernah diperintah Prancis.	The island was once ruled by France.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305381.mp3	Di laut banyak orang sedang berenang.	In the sea, many people are swimming.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305382.mp3	Tiketnya berlaku selama seminggu.	The ticket is valid for a week.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305383.mp3	Hari pertama saya di universitas agak membosankan.	My first day at university was rather boring.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305384.mp3	Pada akhirnya Tom membuat keputusan yang tepat.	In the end, Tom made the right decision.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305385.mp3	Karena malam hari dingin, saya keluar membawa mantel.	Because it's cold at night, I come out carrying a coat.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305386.mp3	Ini adalah rumah yang dibangun oleh Jack.	This is a house built by Jack.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305387.mp3	Lift ini berhenti dari lantai dua sampai lantai sembilan.	This elevator stops from the second floor to the ninth floor.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19305388.mp3	Burung-burung terbang di langit.	Birds fly in the sky.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312239.mp3	Hidup itu cuma sebentar dan sementara.	Life is only short and temporary.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312240.mp3	Kenapa tidak kau lepas jasmu?	Why don't you remove your coat?	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312241.mp3	"""Selamat pagi,"" kata Tom sambil tersenyum."	Good morning, Tom said with a smile.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312242.mp3	Saya bosan.	I am bored.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312243.mp3	Televisi tidak berfungsi.	Television does not work.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312244.mp3	Kami akan mengadakan pesta pada hari ulang tahun Pak Yamada.	We will have a party at Mr. Yamada's birthday.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312245.mp3	Kalau aku pergi berlibur, aku akan menyewa mobil.	If I go on vacation, I'll rent a car.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312246.mp3	Kamu mabuk.	You're drunk.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312247.mp3	Dia memiliki seekor kucing berwarna putih.	He has a white cat.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312248.mp3	Meja ini terlalu berat untuk diangkat.	This table is too heavy to lift.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312259.mp3	Tom mengunci dirinya dalam kamar.	Tom locked himself in the room.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312260.mp3	Saya tidak boleh bicara hal kebalikannya.	I cannot say the opposite.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312261.mp3	Aku takut sendiri	I'm afraid of myself	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312262.mp3	Saya selalu makan menu set ini saat makan siang.	I always eat this set menu at lunch.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312263.mp3	Pertanyaannya sesulit itu hingga tiada siapapun mampu menjawabnya.	The question is so difficult that no one is able to answer it.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312264.mp3	Tidak ada ruang untuk alasan ketika itu datang dari kelalaian anda, adakah?	There is no room for excuses when it comes from your negligence, is there?	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312265.mp3	Kesadaran tidak terbatas dan merupakan kenyataan yang sesungguhnya.	Consciousness is unlimited and is a true reality.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312266.mp3	Anak itu menunggangi kuda untuk pertama kalinya.	The boy rode a horse for the first time.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312267.mp3	Saya membeli pakaian baru gaya barat di toserba.	I bought new western-style clothing at the convenience store.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312268.mp3	Anda seharusnya telah menonton film itu.	You should have watched the film.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312288.mp3	Anda sedang mencari siapa?	Who are you looking for?	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312289.mp3	Saya meminjam buku dari perpustakaan dan membacanya.	I borrowed a book from the library and read it.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312290.mp3	Saya pergi jalan-jalan ke taman pada malam hari.	I went for a walk to the park at night.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312292.mp3	Berarti apakah ini untukmu?	What does this mean for you?	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312293.mp3	Dia berkualitas tinggi.	He is of high quality.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312299.mp3	Makanan Jepang enak tetapi mahal.	Japanese food is tasty but expensive.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
common_voice_id_19312301.mp3	Salah satu hobiku musik klasik.	One of my hobbies is classical music.	e4a9f157112dd7dbdf0b16ff07a6c067d193440280dd634caced1b972c5ad3600e18eed6bea56a4852218c0039067b7b246063d23cd891637fd7e5d7992b3193
