path	translation	split
common_voice_id_19961946.mp3	I want to go with you.	test
common_voice_id_19961953.mp3	Indonesia is the largest country in the world located only on the islands.	test
common_voice_id_19051299.mp3	John represented his class at the swimming competition.	test
common_voice_id_19051301.mp3	What was your interview like?	test
common_voice_id_19051302.mp3	He died yesterday afternoon.	test
common_voice_id_19051304.mp3	Does it hurt a lot?	test
common_voice_id_19051308.mp3	Like father, like son.	test
common_voice_id_19051309.mp3	He tries to stop smoking.	test
common_voice_id_19051310.mp3	Tom fell into the pool.	test
common_voice_id_19051311.mp3	My sister will get married in the upcoming spring.	test
common_voice_id_19051312.mp3	Do you often cry?	test
common_voice_id_19376930.mp3	Tom promised me he would do it.	test
common_voice_id_19376931.mp3	This jacket is practical because there are many pockets.	test
common_voice_id_19376932.mp3	He listens to music in his room.	test
common_voice_id_19376933.mp3	he is still looking for work in Malang	test
common_voice_id_19376934.mp3	I am worried about your health.	test
common_voice_id_19376935.mp3	He looks tired tonight.	test
common_voice_id_19376936.mp3	You took the wrong key.	test
common_voice_id_19376937.mp3	The sound is very disturbing.	test
common_voice_id_19376938.mp3	I will help you when you are in trouble.	test
common_voice_id_19376939.mp3	Let’s rest for a minute near here.	test
common_voice_id_19699833.mp3	Because the problems are difficult, I cannot answer.	test
common_voice_id_19699834.mp3	Read the music, listen to its fiction.	test
common_voice_id_19699835.mp3	I want to be an actress.	test
common_voice_id_19699836.mp3	He is still here.	test
common_voice_id_19699837.mp3	Traveling by plane is the fastest.	test
common_voice_id_19699851.mp3	Because it was late, I went home.	test
common_voice_id_19699854.mp3	I accept your offer.	test
common_voice_id_19699855.mp3	My sister is four years old.	test
common_voice_id_19699856.mp3	Burj Khalifa is currently the tallest skyscraper in the world.	test
common_voice_id_19699857.mp3	I want to buy a cheap dictionary.	test
common_voice_id_19721826.mp3	How many people do participate to travel?	test
common_voice_id_19721827.mp3	I hope you won’t smoke too much.	test
common_voice_id_19721828.mp3	It seems, the laundry won’t be done tonight.	test
common_voice_id_19721829.mp3	I am drinking water.	test
common_voice_id_19721830.mp3	When summer comes, the weather gets hot.	test
common_voice_id_19721836.mp3	Indonesia is the largest country in Southeast Asia.	test
common_voice_id_19721837.mp3	It is not allowed to open the door there.	test
common_voice_id_19721838.mp3	Mr. Tanaka is not a student.	test
common_voice_id_19721839.mp3	Because there is no train to go home, I stay overnight at a friend’s house.	test
common_voice_id_19721840.mp3	The food tastes very good.	test
common_voice_id_19685317.mp3	There is a garden in front of the house.	test
common_voice_id_19685318.mp3	This is my e-mail address.	test
common_voice_id_19685319.mp3	We are classmates.	test
common_voice_id_19685320.mp3	I returned to my home country during summer break.	test
common_voice_id_19685321.mp3	This magazine is interesting.	test
common_voice_id_19685340.mp3	I am from Brazil	test
common_voice_id_19685341.mp3	I am the squad leader.	test
common_voice_id_19685342.mp3	Do it, but now!	test
common_voice_id_19685343.mp3	The bottle can be recycled.	test
common_voice_id_19685344.mp3	Tom closed the glass window.	test
common_voice_id_19878659.mp3	Children love watching television.	test
common_voice_id_19878660.mp3	I am not good at drawing.	test
common_voice_id_19878661.mp3	Are you going to open the door?	test
common_voice_id_19878664.mp3	She is going to wait for you.	test
common_voice_id_19878667.mp3	I have no time to go around because I am busy at work.	test
common_voice_id_19878669.mp3	What made your mind change?	test
common_voice_id_19878672.mp3	This lesson is very interesting.	test
common_voice_id_19878675.mp3	Being burnt with love.	test
common_voice_id_19878677.mp3	I always take three pencils to school.	test
common_voice_id_19878678.mp3	It was placed six boxes in the room.	test
common_voice_id_19878679.mp3	I can’t think that your story is true.	test
common_voice_id_19878680.mp3	Yesterday, I drank two glasses of wine.	test
common_voice_id_19878681.mp3	The world will smile happily without me.	test
common_voice_id_19878682.mp3	I am the only person who did not know that Tom had been imprisoned.	test
common_voice_id_19648449.mp3	He takes piano lesson once a week.	test
common_voice_id_19648450.mp3	The dictionary is on the bookshelf there.	test
common_voice_id_19648451.mp3	I also work on Sundays.	test
common_voice_id_19648452.mp3	How much is your score?	test
common_voice_id_19648453.mp3	Yes, please.	test
common_voice_id_19648514.mp3	Your name is on the list above.	test
common_voice_id_19648515.mp3	He knows how to teach languages.	test
common_voice_id_19648516.mp3	How is our situation?	test
common_voice_id_19648517.mp3	There was a problem at school.	test
common_voice_id_19648518.mp3	It is not easy being old.	test
common_voice_id_19648524.mp3	never give up is one of the keys to success	test
common_voice_id_19648525.mp3	This dictionary is not very good.	test
common_voice_id_19648526.mp3	This is no a joke.	test
common_voice_id_19648527.mp3	His hobby is bodybuilding.	test
common_voice_id_19648528.mp3	The canteen is in the building.	test
common_voice_id_19652961.mp3	Cooking a fast food.	test
common_voice_id_19652963.mp3	Why don’t you want me to bring it?	test
common_voice_id_19652964.mp3	Let’s cross here.	test
common_voice_id_19652966.mp3	Raise your hand.	test
common_voice_id_19652968.mp3	My grandfather died because of boredom.	test
common_voice_id_19652986.mp3	There is a cat at Mr. Hayashi’s house.	test
common_voice_id_19652987.mp3	Do you want to dine-in, or take away? Dine-in	test
common_voice_id_19652991.mp3	We don’t have many problems.	test
common_voice_id_19652993.mp3	Tom didn’t try to protect himself.	test
common_voice_id_19652995.mp3	I will go swimming into the sea the day after tomorrow.	test
common_voice_id_19653071.mp3	Thai is the official language of Thailand.	test
common_voice_id_19653076.mp3	I feel sad for no reason.	test
common_voice_id_19653081.mp3	The coffee shop is next to the bookshop.	test
common_voice_id_19653085.mp3	The ship is transporting raw materials from Indonesia.	test
common_voice_id_19653087.mp3	That person has long and thin legs.	test
common_voice_id_19748936.mp3	Where is the train station?	test
common_voice_id_19748937.mp3	Wake me up at eight o’clock.	test
common_voice_id_19748938.mp3	Don’t be too sensitive to criticism.	test
common_voice_id_19748939.mp3	Tom sent a short message that was very interesting to me.	test
common_voice_id_19748940.mp3	When pigs can fly!	test
common_voice_id_19748946.mp3	This bag is purchased with a card.	test
common_voice_id_19748947.mp3	May I see your passport?	test
common_voice_id_19748948.mp3	I will work a little more, then go home.	test
common_voice_id_19748950.mp3	We will have class tomorrow morning	test
common_voice_id_19748951.mp3	No need to cry like a child.	test
common_voice_id_19748976.mp3	To fully understand Japanese culture, you must learn Japanese.	test
common_voice_id_19748977.mp3	Mr. Kobayashi is very clever.	test
common_voice_id_19748978.mp3	Watch out, there are holes in the road.	test
common_voice_id_19748979.mp3	Some of my friends can speak English well.	test
common_voice_id_19748980.mp3	I save money in the bank every month.	test
common_voice_id_19748996.mp3	Sorry sir, I was on the way.	test
common_voice_id_19748998.mp3	Mary always helps her boyfriend do the assignment.	test
common_voice_id_19748999.mp3	If you are looking for information about the Esperanto movement in Indonesia, please visit the webpage.	test
common_voice_id_19749000.mp3	I like to write hundreds of sentences on Tatoeba, but there are some things I have to do.	test
common_voice_id_19678870.mp3	I don’t want sugar.	test
common_voice_id_19678873.mp3	I heard Mr. Yamada is going to Tokyo next month.	test
common_voice_id_19678875.mp3	Tom shouldn’t say those words.	test
common_voice_id_19678877.mp3	Of course sleeping at our place will be cheaper for you.	test
common_voice_id_19678878.mp3	I give this letter to you.	test
common_voice_id_19678909.mp3	I want this one.	test
common_voice_id_19678910.mp3	He goes to the mosque at the beginning of time every Friday.	test
common_voice_id_19678911.mp3	I arrived late today.	test
common_voice_id_19678913.mp3	I lost my passport!	test
common_voice_id_19678915.mp3	I have a Thai friend.	test
common_voice_id_19678940.mp3	You are absolutely needed in this meeting.	test
common_voice_id_19678942.mp3	The disaster did not come without a cause.	test
common_voice_id_19678945.mp3	Mr. Kimura is very smart.	test
common_voice_id_19678946.mp3	The chocolate one is mine too.	test
common_voice_id_19678949.mp3	There are dogs and cats at Mr. Hayashi’s house.	test
common_voice_id_19679079.mp3	I guess we want to go somewhere.	test
common_voice_id_19679080.mp3	Don’t drink water from that dirty glass!	test
common_voice_id_19679081.mp3	What can I do for you?	test
common_voice_id_19679082.mp3	If only I knew the address.	test
common_voice_id_19679084.mp3	I prefer fish over meat.	test
common_voice_id_19785558.mp3	Socks store is on the first floor.	test
common_voice_id_19785559.mp3	My mother likes to cook.	test
common_voice_id_19785560.mp3	It is allowed to eat the rice boxes in this room.	test
common_voice_id_19785561.mp3	Our dog is really funny.	test
common_voice_id_19785562.mp3	I don’t eat breakfast today.	test
common_voice_id_19785588.mp3	You are on my way.	test
common_voice_id_19785589.mp3	It seems he left Tokyo yesterday.	test
common_voice_id_19785590.mp3	Where do you want to go first?	test
common_voice_id_19785591.mp3	There are no schools to study Esperanto in my city.	test
common_voice_id_19785592.mp3	Happy birthday, Miss Aiba!	test
common_voice_id_19785603.mp3	How about we go for a walk together.	test
common_voice_id_19785604.mp3	Someone is there, right. Who’s that person?	test
common_voice_id_19785605.mp3	learning to paint with friends	test
common_voice_id_19785606.mp3	Why people are always so cynical.	test
common_voice_id_19785607.mp3	I am sorry.	test
common_voice_id_19785616.mp3	His mother is an English teacher.	test
common_voice_id_19785617.mp3	Mr. Lee’s brother will visit Japan next week.	test
common_voice_id_19785618.mp3	I received the letter yesterday.	test
common_voice_id_19785620.mp3	Where is your current office address?	test
common_voice_id_19785622.mp3	We learn from experience that we never learn anything from experience.	test
common_voice_id_19315799.mp3	I miss you.	test
common_voice_id_19315800.mp3	Tom might change his mind later.	test
common_voice_id_19315801.mp3	The British are accustomed to be in queue.	test
common_voice_id_19315802.mp3	Eat it.	test
common_voice_id_19315803.mp3	Mary wants to be a teacher.	test
common_voice_id_19315804.mp3	Summer in Japan is very hot.	test
common_voice_id_19315805.mp3	He takes the students to school.	test
common_voice_id_19315806.mp3	I want to sleep.	test
common_voice_id_19315807.mp3	Where did you arrest them?	test
common_voice_id_19315808.mp3	Sabang is the westernmost city in Indonesia.	test
common_voice_id_19316587.mp3	I am drinking one more glass of water.	test
common_voice_id_19316588.mp3	I intended to study in the library, but it was closed.	test
common_voice_id_19316589.mp3	I do not understand how you can reject this.	test
common_voice_id_19316590.mp3	We all speak English.	test
common_voice_id_19316591.mp3	It looks the plane is delayed.	test
common_voice_id_19316592.mp3	The supermarket there is also open at night.	test
common_voice_id_19316593.mp3	I know you have been waiting a long time, but can you wait just a little longer?	test
common_voice_id_19316594.mp3	Have you forgotten me?	test
common_voice_id_19316595.mp3	Kobayashi’s mother prefers pants to skirts.	test
common_voice_id_19316596.mp3	Is your mother at home?	test
common_voice_id_19783753.mp3	Who is that person?	test
common_voice_id_19783754.mp3	Money will spend much money if you buy a car.	test
common_voice_id_19783755.mp3	Can you exchange this into US dollars?	test
common_voice_id_19783756.mp3	It will be broadcasted by local news next.	test
common_voice_id_19783757.mp3	Really? Why?	test
common_voice_id_19783758.mp3	Where are they?	test
common_voice_id_19783759.mp3	Fortunately, he was free from debt.	test
common_voice_id_19783760.mp3	Many beautiful flowers are blooming in the garden.	test
common_voice_id_19783761.mp3	Tom is wearing a raincoat.	test
common_voice_id_19783762.mp3	Don’t you regret making that tattoo?	test
common_voice_id_19783763.mp3	So, let’s get started!	test
common_voice_id_19783764.mp3	Tom finally meets Mary.	test
common_voice_id_19783765.mp3	Don’t smoke in this room.	test
common_voice_id_19783766.mp3	Oh, the name of beautiful freedom.	test
common_voice_id_19783767.mp3	He is believed to be innocent.	test
common_voice_id_19783768.mp3	I’m waiting for your reply!	test
common_voice_id_19783769.mp3	Do you stay here?	test
common_voice_id_19783770.mp3	Lion is an animal.	test
common_voice_id_19783771.mp3	I forgot the name of your brother, what’s his name?	test
common_voice_id_19783772.mp3	All attendees are Japanese.	test
common_voice_id_19783773.mp3	I will start tonight.	test
common_voice_id_19783774.mp3	At the moment, there is nothing else I need to do.	test
common_voice_id_19783775.mp3	My mother and father are not at home now.	test
common_voice_id_19402488.mp3	Mind your own business!	test
common_voice_id_19402489.mp3	I usually wake up at six o’clock.	test
common_voice_id_19402490.mp3	What does the word “get” mean in this sentence?	test
common_voice_id_19402493.mp3	In China, we put our family name first, then our name.	test
common_voice_id_19402494.mp3	Oh, all right then.	test
common_voice_id_19402496.mp3	Because the new road has already been constructed, the village has become easier to access.	test
common_voice_id_19402502.mp3	It is very difficult to stop smoking.	test
common_voice_id_19402503.mp3	I want to go.	test
common_voice_id_19402514.mp3	He is indeed wise.	test
common_voice_id_19402526.mp3	Sorry, we are taking a break.	test
common_voice_id_19402662.mp3	My work is very busy this month.	test
common_voice_id_19402664.mp3	Please take off your hat in this room.	test
common_voice_id_19402666.mp3	Mr. Tanaka graduated from the university two years ago.	test
common_voice_id_19402668.mp3	I am looking for a part time job.	test
common_voice_id_19402669.mp3	Most of the creatures in the sea are affected by pollution.	test
common_voice_id_19493208.mp3	I lift an unused items onto a bookshelf.	test
common_voice_id_19493211.mp3	Kimura is a student, but Tanaka is a company employee.	test
common_voice_id_19493212.mp3	Hey, what will we do tomorrow?	test
common_voice_id_19493214.mp3	It can be seen with the naked eye.	test
common_voice_id_19493216.mp3	Tom picks a lot of flowers.	test
common_voice_id_19493222.mp3	He starts working at seven o’clock.	test
common_voice_id_19493223.mp3	I am a student.	test
common_voice_id_19493224.mp3	Why don’t you work?	test
common_voice_id_19493225.mp3	Nobody lives in the building.	test
common_voice_id_19493226.mp3	I clean the room because my friend is coming.	test
common_voice_id_19493227.mp3	Mr. Yamada wears glasses because his eyesight is bad.	test
common_voice_id_19493228.mp3	We have to stay here until Tom returns.	test
common_voice_id_19493229.mp3	He has allowed him to travel alone.	test
common_voice_id_19493230.mp3	the upper molars have come down because the bottom is empty	test
common_voice_id_19493231.mp3	I go to karaoke once a week.	test
common_voice_id_19493232.mp3	When is your birthday?	test
common_voice_id_19800500.mp3	My Chinese is not good.	test
common_voice_id_19800501.mp3	Japanese people eat rice with chopsticks.	test
common_voice_id_19800502.mp3	After a walk in the park, I returned home.	test
common_voice_id_19800503.mp3	Leave me alone now.	test
common_voice_id_19800505.mp3	We are wasting oil.	test
common_voice_id_19800506.mp3	Is a thousand yen enough?	test
common_voice_id_19800507.mp3	Why don’t you come fishing with us this weekend, if you’re not busy?	test
common_voice_id_19800508.mp3	I want a hat like this.	test
common_voice_id_19800509.mp3	Tom marries a girl who is younger than him.	test
common_voice_id_19800515.mp3	I really like Japanese.	test
common_voice_id_19800516.mp3	Do you trust me?	test
common_voice_id_19800518.mp3	Let’s have dinner before going to the baseball game.	test
common_voice_id_19800527.mp3	In Japan, you can drive a car from the age of eighteen.	test
common_voice_id_19800528.mp3	I am almost hit by a car.	test
common_voice_id_19800529.mp3	It’s good not to talk nonsense.	test
common_voice_id_19800531.mp3	Just right away, it will be on time later.	test
common_voice_id_19800533.mp3	Tom is not a traitor.	test
common_voice_id_19800536.mp3	I hope he can help me.	test
common_voice_id_19800540.mp3	Mr. Yamada's younger sister is short and cute.	test
common_voice_id_19800541.mp3	He bought me a small toy.	test
common_voice_id_19800542.mp3	I just ate sushi and drank beer.	test
common_voice_id_19800552.mp3	It was dark, and I could not see who was coming down the road.	test
common_voice_id_19800553.mp3	I am an esperantis, because it is not enough for me to be a Swiss.	test
common_voice_id_19800555.mp3	Mr. Kobayashi's younger brother is playing soccer.	test
common_voice_id_19800556.mp3	Does Tom know what to do with this?	test
common_voice_id_19800557.mp3	I really thank you!	test
common_voice_id_19800558.mp3	Do you need a place to stay?	test
common_voice_id_19800559.mp3	I sent items for my mother yesterday.	test
common_voice_id_19800560.mp3	The door is hard to open.	test
common_voice_id_19800561.mp3	What did the man say?	test
common_voice_id_19800562.mp3	I can not stand with it.	test
common_voice_id_19800563.mp3	I have read a book.	test
common_voice_id_19800564.mp3	Not all small paper is a check.	test
common_voice_id_19800570.mp3	Esperanto, international language is easy!	test
common_voice_id_19800571.mp3	I borrowed money from Mr. Yamada.	test
common_voice_id_19800572.mp3	There are three televisions in my house.	test
common_voice_id_19800574.mp3	The drunk driver is responsible for a vehicle accident.	test
common_voice_id_19800581.mp3	Keep a close eye on him.	test
common_voice_id_19800583.mp3	I was troubled because I had to memorize a lot of kanji.	test
common_voice_id_19800584.mp3	By plane or train?	test
common_voice_id_19800587.mp3	This is a good question	test
common_voice_id_19800588.mp3	He wants to buy the book.	test
common_voice_id_19487402.mp3	I can’t say that.	test
common_voice_id_19487403.mp3	Tom starts singing.	test
common_voice_id_19487404.mp3	Some people like coffee, some others like tea.	test
common_voice_id_19487405.mp3	Gordon is interested in the Japanese lifestyle.	test
common_voice_id_19487406.mp3	I work here. I’m not a guest.	test
common_voice_id_19487410.mp3	There is no class today.	test
common_voice_id_19487411.mp3	Tom sometimes comes home late.	test
common_voice_id_19487412.mp3	He has ten children.	test
common_voice_id_19487413.mp3	It’s very cold here because the temperature is zero degrees.	test
common_voice_id_19487414.mp3	There is a watermelon on your head.	test
common_voice_id_19487421.mp3	He died yesterday.	test
common_voice_id_19487422.mp3	He decided to stop smoking.	test
common_voice_id_19487424.mp3	Tom would know if I was ever here.	test
common_voice_id_19487425.mp3	why are you crying?	test
common_voice_id_19487426.mp3	It’s been a long time since I visited my grandmother	test
common_voice_id_19487433.mp3	The fire has gone out and the room becomes cold.	test
common_voice_id_19487434.mp3	The door hinge is broken	test
common_voice_id_19487435.mp3	I attend parties just to socialize	test
common_voice_id_19487436.mp3	I wash my hands.	test
common_voice_id_19487437.mp3	Not all birds can fly.	test
common_voice_id_19487438.mp3	How many pieces of bread did you buy.	test
common_voice_id_19487439.mp3	At first, I did not know.	test
common_voice_id_19487440.mp3	We leave tomorrow afternoon.	test
common_voice_id_19487441.mp3	Ms. Kobayashi’s husband works in a hospital.	test
common_voice_id_19487442.mp3	I want to help her, but I don’t know how.	test
common_voice_id_19487448.mp3	Because it was very cold yesterday, I caught a cold.	test
common_voice_id_19487449.mp3	Because the room was dark, I turned on the light.	test
common_voice_id_19487450.mp3	Whether you like it or not, you have to do it anyway.	test
common_voice_id_19487451.mp3	How many glasses do you have on the table?	test
common_voice_id_19487452.mp3	I often go to the coffee shop with Mr. Kimura.	test
common_voice_id_19487458.mp3	There are cherry trees on each side of the road.	test
common_voice_id_19487459.mp3	If you want to learn languages well, learn for yourself.	test
common_voice_id_19487460.mp3	You have to study Japanese harder.	test
common_voice_id_19487461.mp3	Ken collects ancient money.	test
common_voice_id_19487462.mp3	If it’s sunny tomorrow, let’s play tennis.	test
common_voice_id_19487468.mp3	If you go, lock the door.	test
common_voice_id_19487470.mp3	Tom might go out to buy water.	test
common_voice_id_19487471.mp3	Tom doesn’t trust us.	test
common_voice_id_19487472.mp3	Which teacher lesson is most interesting.	test
common_voice_id_19487561.mp3	don’t be afraid to try	test
common_voice_id_19487563.mp3	This will never end.	test
common_voice_id_19487565.mp3	“I love you” - I won’t say such words.	test
common_voice_id_19487566.mp3	I agree with their proposal.	test
common_voice_id_19487567.mp3	I can’t hold it any longer.	test
common_voice_id_19647849.mp3	I’m not sure, but he might come.	test
common_voice_id_19647850.mp3	Be fair, even if your heart cannot be.	test
common_voice_id_19647851.mp3	He asked how to cook fish.	test
common_voice_id_19647852.mp3	There is no shop near my house.	test
common_voice_id_19647853.mp3	We waste a lot of time.	test
common_voice_id_19647869.mp3	I rarely drink cow’s milk because I don’t like it.	test
common_voice_id_19647870.mp3	You have eaten.	test
common_voice_id_19647871.mp3	Everyone is welcome.	test
common_voice_id_19647872.mp3	I’m eating an apple.	test
common_voice_id_19647873.mp3	He insisted that the analysis was correct.	test
common_voice_id_19647900.mp3	Begging, even if it’s only for three days, will become a habit.	test
common_voice_id_19647902.mp3	I walk every morning.	test
common_voice_id_19647903.mp3	The train rolled.	test
common_voice_id_19647906.mp3	Does he know what you are doing?	test
common_voice_id_19647907.mp3	Wow, my cellphone is almost off!	test
common_voice_id_19647934.mp3	We need to talk with you.	test
common_voice_id_19647935.mp3	The dog was trained to bark at strangers.	test
common_voice_id_19647936.mp3	Mike didn’t come to practice yesterday	test
common_voice_id_19647937.mp3	I wait and wait.	test
common_voice_id_19647938.mp3	I have to think about what needs to be done.	test
common_voice_id_19647957.mp3	The water in the tank is low, it might also run out	test
common_voice_id_19647958.mp3	I always have sympathy when I see him.	test
common_voice_id_19647959.mp3	the fan is being repaired	test
common_voice_id_19647960.mp3	Be my guest.	test
common_voice_id_19647961.mp3	I have dinner at the restaurant today.	test
common_voice_id_19647982.mp3	I did not expect to be gone long.	test
common_voice_id_19647983.mp3	John pulled out the key from his pocket.	test
common_voice_id_19647984.mp3	They don’t like to dance.	test
common_voice_id_19647985.mp3	I cut this paper from top to bottom.	test
common_voice_id_19647986.mp3	The person with black hair is Mr. Matsui.	test
common_voice_id_19648007.mp3	I know the child who sits closest to the door.	test
common_voice_id_19648008.mp3	The leaflet can be obtained free of charge.	test
common_voice_id_19648009.mp3	Mr. Kimura sometimes makes dinner.	test
common_voice_id_19648010.mp3	He is always coming class late.	test
common_voice_id_19648040.mp3	Tom looks like he’s sad.	test
common_voice_id_19648042.mp3	The plane is flying south.	test
common_voice_id_19648044.mp3	Tom raised three children alone.	test
common_voice_id_19648045.mp3	Don’t talk when your mouth is full.	test
common_voice_id_19648048.mp3	Thank you for your hard work.	test
common_voice_id_19648176.mp3	Has Mary already started?	test
common_voice_id_19648177.mp3	I saw him crossing the road.	test
common_voice_id_19648178.mp3	If you are not ashamed, do as you wish.	test
common_voice_id_19648179.mp3	I like the dress. May I try?	test
common_voice_id_19648180.mp3	I am ready.	test
common_voice_id_19197513.mp3	Bank employees at the counter are mostly women.	test
common_voice_id_19197516.mp3	Tom prepares his own dinner.	test
common_voice_id_19197517.mp3	I drink coffee every morning.	test
